value,value_std_dev,nvalue,qcflag,time
403.63,0.05,14,pass,2015-06-07
403.82,0.11,14,pass,2015-06-08
403.77,0.16,14,pass,2015-06-09
403.72,0.12,8,pass,2015-06-10
402.34,0.21,4,pass,2015-06-11
402.71,0.27,12,pass,2015-06-12
402.66,0.12,12,pass,2015-06-13
403.33,0.32,15,pass,2015-06-14
402.74,0.11,14,pass,2015-06-15
402.16,0.14,14,pass,2015-06-16
401.87,0.14,12,pass,2015-06-17
402.13,0.11,14,pass,2015-06-18
402.04,0.14,15,pass,2015-06-19
402.43,0.56,11,pass,2015-06-20
402.81,0.08,14,pass,2015-06-21
403.31,0.21,14,pass,2015-06-22
403.19,0.06,7,pass,2015-06-23
402.88,0.13,11,pass,2015-06-24
402.74,0.0,3,pass,2015-06-25
402.15,0.12,4,pass,2015-06-26
401.87,0.16,4,pass,2015-06-27
402.35,0.28,6,pass,2015-06-28
402.16,0.26,9,pass,2015-06-29
402.18,0.16,6,pass,2015-06-30
402.17,0.05,5,pass,2015-07-01
401.98,0.37,6,pass,2015-07-02
402.1,0.18,14,pass,2015-07-03
402.14,0.06,14,pass,2015-07-04
402.52,0.43,12,pass,2015-07-05
402.15,0.27,9,pass,2015-07-06
401.26,0.41,10,pass,2015-07-08
401.06,0.06,4,pass,2015-07-09
401.52,0.58,12,pass,2015-07-10
401.86,0.19,10,pass,2015-07-11
402.14,0.13,9,pass,2015-07-14
402.19,0.07,4,pass,2015-07-15
401.04,0.27,15,pass,2015-07-16
401.11,0.13,14,pass,2015-07-17
400.49,0.21,8,pass,2015-07-18
401.05,0.14,11,pass,2015-07-23
401.33,0.04,10,pass,2015-07-24
401.37,0.02,4,pass,2015-07-25
401.15,0.02,4,pass,2015-07-26
400.92,0.28,8,pass,2015-07-27
398.92,0.2,7,pass,2015-07-28
400.59,0.14,7,pass,2015-07-29
400.05,0.14,10,pass,2015-07-30
399.93,0.12,14,pass,2015-07-31
399.83,0.12,14,pass,2015-08-01
396.82,0.17,4,pass,2015-08-02
397.8,0.24,9,pass,2015-08-04
398.77,0.13,15,pass,2015-08-05
398.58,0.12,14,pass,2015-08-06
398.79,0.18,11,pass,2015-08-07
399.38,0.11,15,pass,2015-08-08
399.39,0.15,15,pass,2015-08-09
399.43,0.14,15,pass,2015-08-10
399.19,0.08,8,pass,2015-08-11
399.17,0.13,12,pass,2015-08-13
398.9,0.1,9,pass,2015-08-14
399.05,0.21,12,pass,2015-08-15
399.39,0.37,4,pass,2015-08-16
399.2,0.08,14,pass,2015-08-17
399.13,0.11,13,pass,2015-08-18
398.6,0.14,10,pass,2015-08-19
399.23,0.13,6,pass,2015-08-21
399.27,0.08,8,pass,2015-08-22
399.29,0.06,4,pass,2015-08-23
399.33,0.04,10,pass,2015-08-24
399.27,0.09,14,pass,2015-08-25
398.7,0.14,15,pass,2015-08-26
398.25,0.35,14,pass,2015-08-27
398.71,0.43,12,pass,2015-08-28
398.43,0.17,15,pass,2015-08-29
398.4,0.34,12,pass,2015-08-30
398.8,0.18,7,pass,2015-08-31
398.85,0.07,15,pass,2015-09-01
398.66,0.18,13,pass,2015-09-02
398.15,0.08,5,pass,2015-09-03
398.16,0.24,13,pass,2015-09-04
398.44,0.07,3,pass,2015-09-05
398.36,0.17,6,pass,2015-09-07
397.63,0.52,13,pass,2015-09-08
397.79,0.2,13,pass,2015-09-09
397.87,0.3,12,pass,2015-09-10
397.37,0.17,14,pass,2015-09-11
397.59,0.36,9,pass,2015-09-12
396.57,0.36,10,pass,2015-09-16
397.49,0.4,10,pass,2015-09-17
397.56,0.17,7,pass,2015-09-18
397.33,0.15,13,pass,2015-09-19
397.32,0.06,4,pass,2015-09-20
397.43,0.11,6,pass,2015-09-21
397.28,0.07,14,pass,2015-09-22
397.25,0.14,10,pass,2015-09-23
397.37,0.18,14,pass,2015-09-24
397.17,0.18,4,pass,2015-09-25
397.51,0.29,10,pass,2015-09-26
397.55,0.11,13,pass,2015-09-27
396.91,0.09,14,pass,2015-09-28
397.19,0.15,7,pass,2015-09-30
396.92,0.09,10,pass,2015-10-01
397.53,0.3,7,pass,2015-10-02
398.0,0.09,13,pass,2015-10-04
398.24,0.12,9,pass,2015-10-05
398.01,0.2,10,pass,2015-10-06
398.23,0.56,7,pass,2015-10-07
399.21,0.1,5,pass,2015-10-08
399.32,0.22,6,pass,2015-10-09
397.56,0.21,3,pass,2015-10-10
397.83,0.06,3,pass,2015-10-12
397.14,0.7,12,pass,2015-10-13
398.7,0.07,13,pass,2015-10-14
398.32,0.1,7,pass,2015-10-15
398.6,0.12,6,pass,2015-10-16
398.48,0.16,15,pass,2015-10-17
398.82,0.12,12,pass,2015-10-18
398.19,0.06,15,pass,2015-10-19
398.49,0.14,14,pass,2015-10-20
398.46,0.05,12,pass,2015-10-22
398.51,0.25,14,pass,2015-10-23
398.65,0.09,14,pass,2015-10-24
398.46,0.19,14,pass,2015-10-25
398.14,0.06,8,pass,2015-10-26
398.17,0.11,9,pass,2015-10-27
398.49,0.13,13,pass,2015-10-28
398.74,0.09,9,pass,2015-10-29
398.85,0.14,8,pass,2015-10-30
398.53,0.13,13,pass,2015-10-31
398.48,0.11,12,pass,2015-11-01
399.0,0.07,11,pass,2015-11-02
398.87,0.09,13,pass,2015-11-03
399.21,0.11,15,pass,2015-11-04
399.56,0.39,2,pass,2015-11-06
399.24,0.06,4,pass,2015-11-07
399.12,0.06,8,pass,2015-11-08
400.29,0.11,9,pass,2015-11-09
399.48,0.13,9,pass,2015-11-10
399.61,0.09,6,pass,2015-11-11
402.52,0.14,5,pass,2015-11-13
401.61,0.05,4,pass,2015-11-14
400.42,0.2,10,pass,2015-11-15
400.43,0.18,12,pass,2015-11-16
400.26,0.07,9,pass,2015-11-17
400.37,0.24,12,pass,2015-11-18
400.46,0.14,12,pass,2015-11-20
400.12,0.06,13,pass,2015-11-21
400.15,0.12,14,pass,2015-11-22
400.08,0.04,14,pass,2015-11-23
400.1,0.24,13,pass,2015-11-24
400.81,0.05,9,pass,2015-11-25
400.81,0.22,7,pass,2015-11-26
400.03,0.06,12,pass,2015-11-27
400.63,0.39,13,pass,2015-11-28
402.37,0.15,10,pass,2015-11-29
400.75,0.21,15,pass,2015-11-30
400.33,0.06,15,pass,2015-12-01
400.39,0.07,15,pass,2015-12-02
400.38,0.03,15,pass,2015-12-03
400.43,0.06,10,pass,2015-12-04
400.92,0.45,11,pass,2015-12-05
401.18,0.13,14,pass,2015-12-06
400.92,0.13,14,pass,2015-12-07
400.87,0.1,14,pass,2015-12-08
401.69,0.17,13,pass,2015-12-09
401.16,0.13,6,pass,2015-12-10
402.04,0.09,4,pass,2015-12-11
402.7,0.3,7,pass,2015-12-13
402.82,0.13,8,pass,2015-12-14
402.38,0.18,11,pass,2015-12-15
402.45,0.17,8,pass,2015-12-16
401.77,0.18,7,pass,2015-12-17
402.13,0.23,15,pass,2015-12-18
402.16,0.2,11,pass,2015-12-19
403.17,0.41,8,pass,2015-12-20
403.89,0.25,5,pass,2015-12-21
402.56,0.72,9,pass,2015-12-22
402.65,0.34,6,pass,2015-12-23
402.31,0.19,12,pass,2015-12-24
401.66,0.12,10,pass,2015-12-25
401.96,0.09,14,pass,2015-12-26
401.63,0.09,11,pass,2015-12-27
402.3,0.13,8,pass,2015-12-28
401.56,0.18,12,pass,2015-12-29
402.89,0.23,12,pass,2015-12-30
402.45,0.33,9,pass,2015-12-31
401.86,0.14,14,pass,2016-01-01
401.85,0.17,12,pass,2016-01-02
402.24,0.35,13,pass,2016-01-04
401.88,0.13,7,pass,2016-01-05
401.94,0.14,9,pass,2016-01-07
402.42,0.18,13,pass,2016-01-08
402.27,0.15,13,pass,2016-01-09
402.0,0.08,13,pass,2016-01-10
401.87,0.04,10,pass,2016-01-11
402.02,0.04,12,pass,2016-01-12
403.82,0.48,4,pass,2016-01-14
402.69,0.15,5,pass,2016-01-16
402.71,0.09,15,pass,2016-01-17
402.48,0.11,14,pass,2016-01-18
402.35,0.05,15,pass,2016-01-19
402.25,0.04,7,pass,2016-01-20
402.89,0.07,15,pass,2016-01-21
403.07,0.23,15,pass,2016-01-22
402.53,0.05,15,pass,2016-01-23
403.1,0.71,7,pass,2016-01-25
403.74,0.08,14,pass,2016-01-26
403.66,0.11,11,pass,2016-01-27
402.64,0.13,8,pass,2016-01-28
402.28,0.09,14,pass,2016-01-29
402.45,0.1,12,pass,2016-01-30
402.48,0.04,14,pass,2016-01-31
403.02,0.1,9,pass,2016-02-03
405.71,0.11,14,pass,2016-02-04
405.64,0.14,7,pass,2016-02-05
406.03,0.15,10,pass,2016-02-06
406.32,0.16,6,pass,2016-02-08
404.45,0.11,11,pass,2016-02-09
402.51,0.05,10,pass,2016-02-11
402.82,0.12,14,pass,2016-02-12
402.93,0.08,14,pass,2016-02-13
403.66,0.28,14,pass,2016-02-14
403.66,0.14,14,pass,2016-02-15
403.4,0.08,10,pass,2016-02-16
403.06,0.2,11,pass,2016-02-17
403.79,0.18,7,pass,2016-02-18
403.96,0.09,5,pass,2016-02-19
404.16,0.07,9,pass,2016-02-20
405.18,0.14,5,pass,2016-02-21
405.4,0.19,8,pass,2016-02-22
404.94,0.09,10,pass,2016-02-23
404.25,0.3,13,pass,2016-02-24
403.69,0.45,12,pass,2016-02-25
403.62,0.26,14,pass,2016-02-26
403.81,0.07,12,pass,2016-02-27
403.4,0.21,5,pass,2016-02-28
403.5,0.16,13,pass,2016-02-29
403.57,0.42,11,pass,2016-03-01
406.51,0.13,7,pass,2016-03-02
404.26,0.09,8,pass,2016-03-03
403.83,0.22,12,pass,2016-03-04
403.34,0.05,14,pass,2016-03-05
403.51,0.13,5,pass,2016-03-07
403.47,0.18,15,pass,2016-03-08
403.54,0.11,10,pass,2016-03-09
404.12,0.21,12,pass,2016-03-10
404.64,0.12,12,pass,2016-03-11
404.7,0.18,15,pass,2016-03-12
404.66,0.21,13,pass,2016-03-13
404.52,0.1,7,pass,2016-03-14
403.89,0.11,9,pass,2016-03-15
403.97,0.11,8,pass,2016-03-16
404.23,0.16,3,pass,2016-03-17
407.17,0.1,4,pass,2016-03-18
405.07,0.14,7,pass,2016-03-19
405.26,0.16,14,pass,2016-03-20
405.36,0.16,14,pass,2016-03-23
406.12,0.17,13,pass,2016-03-24
405.88,0.17,15,pass,2016-03-25
405.7,0.11,11,pass,2016-03-26
405.92,0.13,12,pass,2016-03-27
406.06,0.24,9,pass,2016-03-28
406.08,0.06,9,pass,2016-03-29
406.03,0.11,13,pass,2016-03-30
405.0,0.18,9,pass,2016-03-31
404.37,0.11,12,pass,2016-04-01
404.72,0.09,11,pass,2016-04-02
406.01,0.61,12,pass,2016-04-03
406.13,0.12,9,pass,2016-04-04
406.49,0.13,5,pass,2016-04-05
407.77,0.13,9,pass,2016-04-07
409.36,0.05,9,pass,2016-04-10
409.0,0.26,12,pass,2016-04-11
408.52,0.19,7,pass,2016-04-12
408.73,0.2,12,pass,2016-04-13
408.59,0.13,7,pass,2016-04-15
408.13,0.12,6,pass,2016-04-16
407.73,0.17,11,pass,2016-04-17
407.48,0.08,8,pass,2016-04-18
407.16,0.19,13,pass,2016-04-19
406.94,0.34,11,pass,2016-04-20
407.15,0.4,10,pass,2016-04-21
407.97,0.0,2,pass,2016-04-22
407.74,0.06,6,pass,2016-04-23
407.43,0.28,9,pass,2016-04-26
406.56,0.08,12,pass,2016-04-27
408.31,0.11,8,pass,2016-04-28
407.87,0.17,11,pass,2016-04-29
408.45,0.12,12,pass,2016-04-30
407.49,0.12,6,pass,2016-05-01
407.71,0.1,4,pass,2016-05-02
407.77,0.09,14,pass,2016-05-03
407.48,0.11,14,pass,2016-05-04
407.39,0.06,14,pass,2016-05-05
407.63,0.14,10,pass,2016-05-06
407.4,0.11,15,pass,2016-05-07
407.41,0.34,11,pass,2016-05-08
407.68,0.17,6,pass,2016-05-09
408.1,0.16,4,pass,2016-05-10
407.78,0.45,10,pass,2016-05-11
408.36,0.1,7,pass,2016-05-12
407.82,0.11,11,pass,2016-05-13
407.89,0.08,14,pass,2016-05-14
406.99,0.25,13,pass,2016-05-15
407.23,0.15,13,pass,2016-05-16
407.22,0.12,14,pass,2016-05-17
407.6,0.52,12,pass,2016-05-18
407.12,0.47,7,pass,2016-05-19
407.79,0.11,11,pass,2016-05-20
407.23,0.25,11,pass,2016-05-21
408.99,0.22,11,pass,2016-05-22
408.88,0.14,7,pass,2016-05-23
408.11,0.06,8,pass,2016-05-25
407.86,0.17,12,pass,2016-05-26
408.01,0.2,8,pass,2016-05-27
408.11,0.07,4,pass,2016-05-28
407.94,0.24,10,pass,2016-05-29
407.03,0.35,8,pass,2016-05-31
407.1,0.15,10,pass,2016-06-01
407.39,0.11,9,pass,2016-06-02
407.88,0.72,8,pass,2016-06-03
407.53,0.08,6,pass,2016-06-05
407.86,0.05,12,pass,2016-06-06
407.57,0.23,10,pass,2016-06-07
406.34,0.2,13,pass,2016-06-08
405.51,0.11,5,pass,2016-06-09
405.83,1.02,9,pass,2016-06-10
407.42,0.09,12,pass,2016-06-11
407.2,0.12,5,pass,2016-06-12
407.38,0.07,10,pass,2016-06-13
407.33,0.24,8,pass,2016-06-15
407.66,0.16,11,pass,2016-06-16
406.7,0.23,9,pass,2016-06-17
406.97,0.17,5,pass,2016-06-18
406.96,0.17,11,pass,2016-06-19
406.84,0.05,14,pass,2016-06-20
406.55,0.16,11,pass,2016-06-21
406.47,0.2,7,pass,2016-06-22
407.16,0.27,13,pass,2016-06-23
406.06,0.13,12,pass,2016-06-25
406.23,0.18,5,pass,2016-06-26
405.31,1.08,9,pass,2016-06-27
406.09,0.1,6,pass,2016-06-29
406.15,0.08,6,pass,2016-06-30
406.17,0.06,14,pass,2016-07-02
405.73,0.11,13,pass,2016-07-03
406.05,0.13,12,pass,2016-07-04
405.42,0.22,12,pass,2016-07-05
405.25,0.17,13,pass,2016-07-06
405.29,0.1,8,pass,2016-07-07
405.66,0.1,5,pass,2016-07-08
405.61,0.07,5,pass,2016-07-10
404.42,0.31,15,pass,2016-07-12
404.46,0.11,11,pass,2016-07-13
404.14,0.26,8,pass,2016-07-14
404.02,0.27,7,pass,2016-07-15
404.36,0.12,10,pass,2016-07-16
404.8,0.15,12,pass,2016-07-17
400.82,0.07,5,pass,2016-07-18
403.18,0.06,4,pass,2016-07-19
403.23,0.09,3,pass,2016-07-20
404.94,0.12,6,pass,2016-07-21
404.4,0.19,8,pass,2016-07-22
402.51,0.05,6,pass,2016-07-23
403.09,0.27,12,pass,2016-07-24
404.04,0.1,15,pass,2016-07-25
403.97,0.08,15,pass,2016-07-26
403.89,0.1,13,pass,2016-07-27
404.03,0.19,15,pass,2016-07-28
403.96,0.31,11,pass,2016-07-29
404.0,0.15,7,pass,2016-07-30
404.01,0.18,8,pass,2016-07-31
403.29,0.08,10,pass,2016-08-01
403.28,0.1,11,pass,2016-08-02
403.22,0.13,14,pass,2016-08-03
403.58,0.07,4,pass,2016-08-04
403.58,0.1,11,pass,2016-08-05
403.31,0.07,8,pass,2016-08-08
403.12,0.18,14,pass,2016-08-09
402.96,0.13,15,pass,2016-08-10
402.98,0.08,15,pass,2016-08-11
402.11,0.15,4,pass,2016-08-13
401.27,0.03,4,pass,2016-08-15
401.43,0.19,14,pass,2016-08-16
402.55,0.07,13,pass,2016-08-18
402.23,0.11,6,pass,2016-08-19
401.98,0.21,5,pass,2016-08-21
401.68,0.17,12,pass,2016-08-22
402.18,0.08,5,pass,2016-08-23
402.01,0.16,15,pass,2016-08-24
401.88,0.04,13,pass,2016-08-25
402.07,0.06,15,pass,2016-08-26
401.45,0.06,4,pass,2016-08-27
401.39,0.09,7,pass,2016-08-28
399.43,0.16,9,pass,2016-08-29
400.93,0.21,4,pass,2016-08-30
402.03,0.11,13,pass,2016-09-02
401.09,0.13,15,pass,2016-09-03
401.19,0.16,8,pass,2016-09-04
401.59,0.16,15,pass,2016-09-05
401.16,0.11,9,pass,2016-09-06
400.35,0.1,8,pass,2016-09-07
400.35,0.14,11,pass,2016-09-08
401.33,0.36,8,pass,2016-09-09
401.67,0.09,7,pass,2016-09-12
400.99,0.17,10,pass,2016-09-13
400.9,0.4,10,pass,2016-09-15
401.24,0.19,8,pass,2016-09-16
401.95,0.1,5,pass,2016-09-17
401.72,0.14,14,pass,2016-09-18
400.85,0.07,11,pass,2016-09-19
400.64,0.17,13,pass,2016-09-20
400.78,0.44,14,pass,2016-09-21
401.02,0.08,10,pass,2016-09-22
400.71,0.27,13,pass,2016-09-23
400.54,0.26,12,pass,2016-09-24
400.74,0.08,13,pass,2016-09-25
400.93,0.18,12,pass,2016-09-26
400.46,0.1,9,pass,2016-09-28
400.97,0.12,13,pass,2016-09-30
400.64,0.08,14,pass,2016-10-01
400.87,0.1,5,pass,2016-10-02
401.03,0.1,15,pass,2016-10-03
400.73,0.19,14,pass,2016-10-04
401.06,0.11,6,pass,2016-10-05
400.83,0.16,14,pass,2016-10-06
400.88,0.22,14,pass,2016-10-07
401.21,0.5,10,pass,2016-10-08
401.57,0.32,10,pass,2016-10-10
401.4,0.06,12,pass,2016-10-11
401.65,0.15,8,pass,2016-10-12
401.34,0.13,14,pass,2016-10-13
401.83,0.12,4,pass,2016-10-14
401.75,0.12,14,pass,2016-10-15
401.72,0.23,14,pass,2016-10-16
401.85,0.5,13,pass,2016-10-17
401.78,0.17,13,pass,2016-10-18
401.23,0.3,13,pass,2016-10-19
401.48,0.05,9,pass,2016-10-20
401.89,0.31,14,pass,2016-10-21
401.74,0.06,6,pass,2016-10-22
401.67,0.07,13,pass,2016-10-23
402.29,0.13,15,pass,2016-10-24
401.83,0.03,13,pass,2016-10-25
401.57,0.16,11,pass,2016-10-26
402.41,0.62,6,pass,2016-10-28
403.2,0.1,8,pass,2016-10-29
402.4,0.07,6,pass,2016-10-30
402.52,0.29,6,pass,2016-10-31
402.18,0.06,13,pass,2016-11-01
402.61,0.18,11,pass,2016-11-02
403.22,0.24,11,pass,2016-11-03
403.78,0.08,8,pass,2016-11-04
402.91,0.14,10,pass,2016-11-05
403.0,0.09,4,pass,2016-11-07
402.79,0.12,10,pass,2016-11-08
402.86,0.08,6,pass,2016-11-09
403.36,0.17,12,pass,2016-11-10
402.59,0.06,5,pass,2016-11-11
402.23,0.19,11,pass,2016-11-12
402.49,0.12,7,pass,2016-11-13
402.62,0.07,7,pass,2016-11-14
404.72,0.13,14,pass,2016-11-16
404.25,0.17,14,pass,2016-11-17
403.2,0.13,6,pass,2016-11-18
404.31,0.05,11,pass,2016-11-19
403.42,0.05,6,pass,2016-11-20
403.56,0.13,12,pass,2016-11-21
403.57,0.16,14,pass,2016-11-22
403.49,0.04,12,pass,2016-11-23
403.1,0.29,8,pass,2016-11-24
405.44,0.1,10,pass,2016-11-25
405.42,0.29,12,pass,2016-11-26
404.95,0.36,14,pass,2016-11-27
404.4,0.14,14,pass,2016-11-28
404.66,1.7,10,pass,2016-11-29
404.38,0.23,4,pass,2016-12-02
404.44,0.08,10,pass,2016-12-03
404.38,0.16,11,pass,2016-12-04
403.64,0.12,5,pass,2016-12-05
403.67,0.07,6,pass,2016-12-06
403.38,0.09,12,pass,2016-12-07
404.04,0.08,12,pass,2016-12-08
404.01,0.1,10,pass,2016-12-09
404.16,0.18,15,pass,2016-12-10
404.38,0.06,15,pass,2016-12-11
404.46,0.07,15,pass,2016-12-12
404.4,0.12,12,pass,2016-12-14
405.47,0.46,13,pass,2016-12-15
404.93,0.13,10,pass,2016-12-16
405.34,0.24,7,pass,2016-12-17
404.43,0.13,12,pass,2016-12-18
403.82,0.19,3,pass,2016-12-19
404.15,0.3,13,pass,2016-12-20
404.5,0.16,13,pass,2016-12-21
404.67,0.14,3,pass,2016-12-22
404.91,0.24,11,pass,2016-12-23
404.52,0.07,10,pass,2016-12-24
404.59,0.04,15,pass,2016-12-25
404.46,0.12,14,pass,2016-12-26
404.44,0.09,15,pass,2016-12-27
404.52,0.14,15,pass,2016-12-28
405.33,0.11,7,pass,2016-12-29
404.96,0.12,15,pass,2016-12-30
405.12,0.09,15,pass,2016-12-31
406.4,0.55,12,pass,2017-01-01
406.87,0.58,8,pass,2017-01-02
405.5,0.23,13,pass,2017-01-03
405.24,0.1,10,pass,2017-01-04
405.47,0.18,11,pass,2017-01-05
406.01,0.13,8,pass,2017-01-06
406.13,0.13,9,pass,2017-01-07
406.41,0.42,14,pass,2017-01-08
406.24,0.07,11,pass,2017-01-09
405.98,0.33,4,pass,2017-01-10
406.44,0.27,7,pass,2017-01-11
404.77,0.21,8,pass,2017-01-12
406.5,0.16,10,pass,2017-01-13
405.77,0.49,12,pass,2017-01-14
405.02,0.32,12,pass,2017-01-15
406.44,0.14,13,pass,2017-01-16
406.44,0.17,12,pass,2017-01-17
406.04,0.05,8,pass,2017-01-18
406.92,0.08,8,pass,2017-01-19
406.21,0.64,10,pass,2017-01-20
406.47,0.38,7,pass,2017-01-21
407.72,0.46,4,pass,2017-01-24
407.32,1.09,11,pass,2017-01-25
405.59,0.1,15,pass,2017-01-27
405.43,0.12,15,pass,2017-01-28
405.79,0.03,14,pass,2017-01-29
406.7,0.32,14,pass,2017-01-31
405.73,0.24,7,pass,2017-02-01
406.44,0.07,12,pass,2017-02-02
406.26,0.14,11,pass,2017-02-03
406.51,0.05,14,pass,2017-02-04
406.46,0.32,12,pass,2017-02-05
406.16,0.06,14,pass,2017-02-06
406.11,0.17,14,pass,2017-02-07
406.15,0.54,12,pass,2017-02-08
405.92,0.19,7,pass,2017-02-09
405.65,0.12,12,pass,2017-02-10
406.01,0.12,15,pass,2017-02-11
406.5,0.3,10,pass,2017-02-12
405.49,0.12,5,pass,2017-02-13
406.41,0.18,10,pass,2017-02-14
405.78,0.06,15,pass,2017-02-15
405.81,0.08,15,pass,2017-02-16
405.77,0.04,12,pass,2017-02-17
405.89,0.06,10,pass,2017-02-18
405.73,0.12,11,pass,2017-02-19
406.71,0.58,8,pass,2017-02-20
406.75,0.08,8,pass,2017-02-21
407.32,0.19,10,pass,2017-02-23
408.37,0.16,7,pass,2017-02-24
408.6,0.78,12,pass,2017-02-26
407.55,0.09,11,pass,2017-02-27
407.65,0.15,14,pass,2017-02-28
406.82,0.12,12,pass,2017-03-01
406.16,0.3,7,pass,2017-03-02
407.56,0.13,12,pass,2017-03-03
407.5,0.2,14,pass,2017-03-04
406.61,0.12,5,pass,2017-03-08
405.69,0.07,14,pass,2017-03-09
406.88,0.14,6,pass,2017-03-12
407.15,0.06,12,pass,2017-03-13
407.33,0.08,9,pass,2017-03-14
407.66,0.14,4,pass,2017-03-15
406.5,0.13,11,pass,2017-03-16
406.77,0.11,12,pass,2017-03-19
406.35,0.07,15,pass,2017-03-20
406.67,0.19,15,pass,2017-03-21
406.62,0.24,13,pass,2017-03-22
406.7,0.28,7,pass,2017-03-23
407.83,0.11,8,pass,2017-03-25
406.92,0.4,7,pass,2017-03-26
406.61,0.65,7,pass,2017-03-27
409.51,0.05,12,pass,2017-03-28
409.32,0.14,13,pass,2017-03-29
409.01,0.45,9,pass,2017-03-30
409.12,0.09,8,pass,2017-03-31
408.35,0.17,4,pass,2017-04-01
408.11,0.23,4,pass,2017-04-02
407.86,0.18,10,pass,2017-04-03
408.11,0.13,14,pass,2017-04-04
406.96,0.12,15,pass,2017-04-06
406.99,0.1,15,pass,2017-04-07
407.82,0.15,15,pass,2017-04-08
408.73,0.2,4,pass,2017-04-10
409.18,0.5,11,pass,2017-04-11
409.21,0.28,9,pass,2017-04-12
407.84,0.39,10,pass,2017-04-13
408.97,0.7,11,pass,2017-04-14
409.09,0.14,7,pass,2017-04-15
409.56,0.25,13,pass,2017-04-16
409.23,0.12,11,pass,2017-04-17
409.99,0.14,10,pass,2017-04-19
409.85,0.19,14,pass,2017-04-20
409.7,0.08,5,pass,2017-04-21
409.56,0.16,10,pass,2017-04-22
409.7,0.04,6,pass,2017-04-23
409.69,0.53,7,pass,2017-04-25
412.66,0.29,6,pass,2017-04-26
408.68,0.65,7,pass,2017-04-27
409.57,0.1,4,pass,2017-04-28
409.5,0.26,4,pass,2017-04-29
410.02,0.08,6,pass,2017-04-30
408.62,0.06,4,pass,2017-05-01
409.04,0.26,6,pass,2017-05-02
408.25,0.26,10,pass,2017-05-03
410.05,0.12,14,pass,2017-05-06
409.21,0.16,13,pass,2017-05-07
409.49,0.12,6,pass,2017-05-08
409.47,0.15,11,pass,2017-05-09
408.88,0.22,13,pass,2017-05-10
409.83,0.09,13,pass,2017-05-11
409.45,0.05,10,pass,2017-05-12
408.88,0.06,6,pass,2017-05-13
411.31,0.08,6,pass,2017-05-15
410.1,0.12,11,pass,2017-05-17
410.23,0.13,9,pass,2017-05-18
410.33,0.09,9,pass,2017-05-19
410.02,0.12,11,pass,2017-05-20
409.96,0.15,15,pass,2017-05-21
410.07,0.1,12,pass,2017-05-22
410.02,0.09,15,pass,2017-05-23
410.11,0.07,15,pass,2017-05-24
410.11,0.1,15,pass,2017-05-25
409.93,0.09,15,pass,2017-05-26
409.82,0.15,8,pass,2017-05-27
409.81,0.14,14,pass,2017-05-28
409.95,0.07,12,pass,2017-05-29
409.3,0.1,14,pass,2017-05-30
409.34,0.23,10,pass,2017-05-31
409.25,0.34,10,pass,2017-06-01
409.67,0.06,6,pass,2017-06-02
409.66,0.17,12,pass,2017-06-03
409.72,0.08,9,pass,2017-06-04
409.85,0.11,13,pass,2017-06-05
409.92,0.08,10,pass,2017-06-06
409.9,0.18,11,pass,2017-06-07
409.53,0.06,15,pass,2017-06-08
409.74,0.19,14,pass,2017-06-09
409.19,0.06,15,pass,2017-06-10
409.79,0.04,7,pass,2017-06-12
409.68,0.13,13,pass,2017-06-13
409.48,0.17,8,pass,2017-06-14
408.78,0.14,8,pass,2017-06-17
408.72,0.06,7,pass,2017-06-18
407.78,0.12,12,pass,2017-06-19
408.41,0.19,9,pass,2017-06-20
408.2,0.06,6,pass,2017-06-22
408.38,0.19,11,pass,2017-06-23
408.41,0.34,14,pass,2017-06-24
408.69,0.17,10,pass,2017-06-25
408.8,0.07,9,pass,2017-06-26
408.14,0.11,15,pass,2017-06-27
408.29,0.21,15,pass,2017-06-28
406.26,0.35,10,pass,2017-06-29
406.83,0.23,7,pass,2017-06-30
407.29,0.76,11,pass,2017-07-01
406.82,0.04,4,pass,2017-07-02
407.38,0.06,5,pass,2017-07-03
409.34,0.21,12,pass,2017-07-04
409.09,0.05,14,pass,2017-07-05
407.74,0.43,13,pass,2017-07-06
407.42,0.12,12,pass,2017-07-09
407.26,0.16,6,pass,2017-07-10
407.23,0.19,9,pass,2017-07-11
406.74,0.38,10,pass,2017-07-12
406.67,0.18,11,pass,2017-07-13
406.91,0.1,11,pass,2017-07-14
407.19,0.17,14,pass,2017-07-15
406.48,0.05,8,pass,2017-07-16
407.52,0.14,12,pass,2017-07-17
407.31,0.25,6,pass,2017-07-18
406.21,0.25,6,pass,2017-07-19
406.95,0.16,11,pass,2017-07-20
406.78,0.25,14,pass,2017-07-21
406.43,0.09,14,pass,2017-07-22
407.27,0.3,12,pass,2017-07-23
406.38,0.05,10,pass,2017-07-25
406.66,0.12,15,pass,2017-07-26
406.88,0.16,11,pass,2017-07-27
407.07,0.12,9,pass,2017-07-28
406.09,0.19,6,pass,2017-07-29
407.1,0.14,15,pass,2017-07-30
406.9,0.14,15,pass,2017-07-31
406.33,0.08,8,pass,2017-08-01
406.38,0.03,6,pass,2017-08-03
406.16,0.12,11,pass,2017-08-04
405.94,0.21,10,pass,2017-08-05
406.26,0.16,13,pass,2017-08-06
405.4,0.44,6,pass,2017-08-07
404.89,0.22,5,pass,2017-08-08
405.89,0.29,13,pass,2017-08-09
405.38,0.11,10,pass,2017-08-10
405.12,0.2,13,pass,2017-08-11
